time,steps
1697611875805206500,0
1697611904848622600,9
1697611912657332500,18
1697611914621875700,21
1697611916587244800,24
1697611932202884600,33
1697611934117417500,35
1697611936082021400,39
1697611938046784800,43
1697611940011251700,47
1697611941925638700,51
1697611943890324200,55
1697611945855394000,59
1697611947819646200,63
1697611949734363000,67
1697611951700908000,71
1697611953663271700,75
1697611955577145300,81
1697611961471143200,90
1697611963387184400,91
1697611971193867800,104
1697611973158577200,108
1697611975123130000,112
1697611977037612300,114
1697611979002109400,120
1697611980966627800,124
1697611982931454000,128
1697611984845609700,132
1697611986810409500,136
1697611988724712700,140
1697611990689270800,144
1697611992655200300,148
1697611994618966800,152
1697611996583606000,158
1697611998501564200,162
1697612000462606600,166
1697612002427242500,169
1697612004341598000,174
1697612006309238000,178
1697612008270932200,182
1697612010235527700,186
1697612012149912000,189
1697612014114917000,193
1697612016079071000,196
1697612018043914200,199
1697612019958021400,202
1697612021922614300,204
1697612023887434800,207
1697612025852200700,211
1697612027816768800,216
1697612029731208400,219
1697612031697728300,223
1697612033660364800,225
1697612035575318300,228
1697612037539356400,232
1697612039507424000,236
1697612041468744000,239
1697612043382994200,243
1697612045347520000,246
1697612047311783000,249
1697612049226514200,250
1697612051191326500,253
1697612053157252400,258
1697612055120623400,262
1697612057035156500,268
1697612058999523600,272
1697612060964257300,276
1697612062929022500,280
1697612064893873400,284
1697612066807897000,288
1697612068772502500,292
1697612070737296600,296
1697612072704519200,300
1697612074616372200,306
1697612076580861200,310
1697612078545690600,314
1697612080459649500,318
1697612082424595700,320
1697612084389106000,326
1697612086355371500,330
1697612088268072700,334
1697612090232823800,338
1697612092197466600,342
1697612094162063600,346
1697612096076466000,350
1697612098041143800,352
1697612100005632800,358
1697612101970310700,361
1697612103884593200,366
1697612105849319200,370
1697612107814613000,374
1697612109778567200,378
1697612111692934700,382
1697612113657474600,386
1697612115622282200,389
1697612125344785200,401
1697612127309757700,405
1697612129274463200,409
1697612131188246800,413
1697612133152918500,417
1697612135117581800,421
1697612137082231000,425
1697612138996573700,429
1697612140960969500,433
1697612142925727500,437
1697612144890293000,440
1697612146804805400,443
1697612148769223200,449
1697612150734149000,451
1697612152702065400,455
1697612154612754400,461
1697612156577791200,463
1697612158542266000,469
1697612160457682700,473
1697612162421140500,477
1697612164385619500,480
1697612166350588200,483
1697612168264611600,489
1697612170229325800,493
1697612172194396200,497
1697612174110043400,501
1697612176073290200,505
1697612178037645300,509
1697612180002317600,513
1697612181916237000,519
1697612183881224400,521
1697612185845617400,527
1697612187810381000,529
1697612189724941300,532
1697612191689101300,537
1697612193655082200,539
1697612207308960500,551
1697612209220017400,555
1697612211184617500,559
